,timestamp,Elevation,Azimuth,rangerate,power,range,x,y,z
0,1.0,0.0334561813150228,0.08307999176381083,10.535383014506984,4.389914369465285,50.07709070612091,49.87644013786207,4.153294376385728,1.6750756957239927
1,1.0,0.04570860437356313,0.086224673678224,-3.897913696049443,8.276693745815704,50.06706172918262,49.82896176783996,4.3071654153036905,2.287698716644814
2,1.0,0.03650999267295828,0.05820246241632433,-7.332964258151753,3.8996865332028707,50.04110440579497,49.92307883058781,2.908931555754468,1.8265944898973174
3,1.0,0.013375969167803889,-0.06979328402647496,4.09338898738036,3.709221189038283,50.12287368304633,49.996373478723996,-3.4950879153979035,0.670422020969548
4,1.0,0.03010934948856069,-0.08595285307494181,9.92524939197122,8.872332196708125,50.14254380384321,49.93479061948517,-4.302638755345461,1.5095312681461497
5,1.0,0.011377441785634924,-0.08528157571315635,17.452057422669135,6.432688401499088,50.13474680811735,49.949310547565126,-4.2701130342637885,0.5703928571981605
6,1.0,0.014010694764892992,-0.0739969111180671,-4.823754263030468,4.296821763279199,50.04900754853757,49.90714854058906,-3.699729977653191,0.701198426698309
7,1.0,0.004427372306338699,-0.054592722997777905,9.871048026799052,4.178418232762788,50.1412981344726,50.06610630261002,-2.735963670319421,0.22199346952396742
8,1.0,0.04640548956585236,0.08654042528719576,-2.3638171664770073,1.995201460963123,50.08749498286668,49.846333764775075,4.324524124214436,2.3235005849851516
9,1.0,0.014737625857343341,0.08068384012465957,0.9646737813669191,9.333437133812813,50.00161809432355,49.8335416954309,4.029509184641164,0.736878464352352
10,1.0,0.038800739959418004,0.06598402544625576,17.8503592617876,2.8118479924108386,50.09651906870451,49.949877917912445,3.300685682477072,1.9432943195019439
11,1.0,0.046976847880949614,-0.05967756901294926,8.624157745698533,6.16194322364758,50.0976086042702,49.953256202399885,-2.9846329053617806,2.352562233879651
12,1.0,0.008615077370313928,-0.08293122836747542,3.1584693695005726,1.2975467021246767,50.15541377145711,49.98118359932184,-4.154529703094754,0.4320874252453034
13,1.0,0.007584895677709582,0.0857579358598097,-5.069350281564098,5.8770501838967215,50.016100505021605,49.830859966969996,4.283898714056299,0.3793632670099334
14,1.0,0.03546972719821697,0.07818694148547709,-4.626518742461322,6.372133209364965,50.14543373351495,49.96079296396397,3.9142610660186117,1.778271925583244
15,1.0,0.02641107585518586,-0.06203998770344645,-9.020820142924169,4.547366763634574,50.14508600100209,50.03115916946825,-3.1079209444095,1.324231705756121
